y_true,y_pred,y_pred_p
0,0,0.09721703893319851
1,1,0.6900692719693663
0,0,0.1059856202567607
0,0,0.16276863759891916
0,0,0.1321879676532079
1,1,0.7580887757715733
0,0,0.08189418201101402
0,0,0.11266059690748632
0,0,0.17094674025132897
1,0,0.10569690258907173
0,0,0.07283933327735566
0,0,0.1386188954564031
0,0,0.09127156008506475
0,0,0.0997174695716349
0,0,0.1342121763072883
0,0,0.08836905555479543
0,0,0.13440587491538203
0,0,0.07513131028797694
0,0,0.2587541730701208
0,0,0.1691875295722956
0,0,0.14453728961846232
0,0,0.1322995759772489
0,0,0.13411088838493634
1,0,0.4947625670886833
0,0,0.09990318126471243
1,0,0.37034268636134904
1,1,0.6708288137001975
0,0,0.07343239803855736
1,0,0.3365029825753765
0,0,0.12468875031682072
0,0,0.1463517317199207
1,1,0.6510126735987101
0,0,0.19085028998237327
1,1,0.6366995987968919
0,0,0.1521296740916009
0,0,0.10694202642074617
0,0,0.13443037165836583
1,0,0.4302405053708913
0,0,0.08528319025127791
0,0,0.13204535259913747
0,0,0.13892686894178832
0,0,0.350793823175905
1,0,0.3117293793192749
0,0,0.16249321008120848
0,0,0.0976129396894148
1,0,0.3944963231160378
1,1,0.6439995829594817
0,0,0.07139768666182045
0,0,0.1683517820639331
0,0,0.18964968668130527
0,0,0.08756095612363439
0,0,0.08626233221855616
0,0,0.16027241864015287
0,1,0.6204152331499703
0,0,0.13268242109059267
0,0,0.15218834137784973
0,0,0.09218133599345507
0,0,0.3925258982646526
0,1,0.6232307657244714
0,0,0.2187391342320453
1,0,0.4865704778866479
0,1,0.5877665085199768
0,0,0.14930415131462293
0,0,0.09865787991960646
0,0,0.11569476622394793
1,0,0.1470147829113822
1,1,0.6919265126366194
0,0,0.12250097247068742
1,0,0.13545661386707208
0,0,0.10884052143392936
0,0,0.16852429546616
0,0,0.10908306143970219
0,0,0.3081216759583773
0,0,0.13497677648793374
0,0,0.10050895397786938
0,0,0.106369618364388
0,0,0.08161608894612775
1,1,0.7733420317128133
1,1,0.6560725516929257
