y_true,y_pred,y_pred_p
0,0,0.16851795140592749
0,0,0.25376487041961715
0,0,0.14727258724102976
0,0,0.0551763943467468
0,0,0.1017144920737932
0,0,0.05742468034338922
0,0,0.06096579376345271
0,0,0.11359470919768345
0,0,0.13948003003470613
0,0,0.2959046561889029
1,1,0.6836191962909675
0,0,0.1346031904352388
0,0,0.1513940584397848
1,1,0.8757661216548155
1,0,0.1426597009183855
0,0,0.08103237012865357
1,0,0.07713184293522278
0,0,0.06945596339285744
1,0,0.08186643026537796
0,0,0.07396268186748511
0,0,0.17870680925111251
0,0,0.12263490454903564
0,0,0.31081557081461697
0,0,0.12456810969524021
0,0,0.13717280615905936
0,0,0.08767763484745357
0,0,0.22388108246806646
0,0,0.12980137291744098
0,0,0.12080059755613769
1,0,0.13197715254917614
0,0,0.08112524228397243
0,0,0.14386380296352605
1,0,0.41566132048866317
0,0,0.1455386877394567
0,0,0.09416674643370734
0,0,0.08675500759917448
0,0,0.09979711497365745
0,0,0.20243732843189272
0,0,0.08195114003120206
0,0,0.07670475038737334
0,0,0.08057292162133475
0,0,0.11324886345609667
0,0,0.20941507466161327
0,0,0.3814334261898793
1,1,0.8038172018703363
1,1,0.6605598042338499
0,0,0.11282341413935569
0,0,0.06961440667732488
0,0,0.1577037670131688
0,0,0.28709184848485125
0,0,0.10370761443956546
0,0,0.09925247018678439
0,0,0.09255015876177718
0,0,0.13772096819098628
0,1,0.5315499470978204
0,0,0.14850860990860698
0,0,0.07681644947632237
0,0,0.14879283260288007
0,0,0.2047108705273489
0,0,0.10904678011770763
0,0,0.07682836848107436
0,0,0.1510079711853416
0,0,0.05443035789420711
0,0,0.12675993906440705
0,0,0.1733008572264787
0,0,0.08259096697393313
0,0,0.2801960128121207
0,0,0.14314217861419393
0,0,0.13803884714520187
0,0,0.1124797503964885
0,0,0.07371922398375079
1,1,0.8010448887442122
0,0,0.16426440995421854
0,0,0.06452642557202848
0,0,0.29164451439149697
0,0,0.07154299525455898
0,0,0.08090804444370508
0,0,0.1641461981024998
0,0,0.154114733348539
1,0,0.18769996907723027
0,0,0.09092865694035607
0,0,0.056506713348567626
0,0,0.08980666706052602
1,0,0.13906264180769157
0,0,0.13230971686071455
0,1,0.7192012158136792
1,0,0.08808404499542183
0,0,0.11350645640977167
0,0,0.24462355021357124
1,1,0.7626921301130881
1,0,0.12564783782781963
0,0,0.0809990988305857
0,0,0.06671270184722083
0,0,0.1893334886214301
0,0,0.14301229634750787
1,1,0.8345179686057428
0,0,0.07283935568659182
0,0,0.1590539425826912
0,0,0.1560058704664902
0,0,0.08298201042475395
0,0,0.21566528864755416
1,1,0.5856181780277762
0,0,0.0754437377679881
0,0,0.07872565905192813
0,0,0.2213577619222954
1,0,0.3344707492726229
0,0,0.08181355756240542
1,0,0.4298009320517342
0,0,0.15290030972411162
1,0,0.49114462148373095
1,1,0.738991299961642
0,0,0.08448182323913425
0,0,0.07646214120013532
0,0,0.07410688319608599
0,0,0.09615640734398513
0,0,0.16948223049926286
0,0,0.15150652508209161
0,0,0.10303681924443012
0,0,0.07788613149191093
1,1,0.5787457248299838
0,0,0.05831479511952343
1,0,0.3226707502737669
0,0,0.08522856296538292
0,0,0.25898075356567607
1,0,0.11788799663931634
0,0,0.2007141981049988
0,0,0.410366779202805
0,0,0.08104542784373304
1,0,0.47202060590659406
0,0,0.10849519248977164
0,0,0.0705882560178698
0,0,0.40824621130744454
0,0,0.35655477177967476
0,0,0.07673420845975906
0,0,0.10188252722602406
0,0,0.2123776253466456
0,0,0.07647047974371007
0,0,0.1790903934930048
0,0,0.14072775602885135
1,0,0.1789453825450434
0,0,0.09103336814101957
0,0,0.11503325160551878
0,0,0.07332752805451367
0,0,0.09447824341071057
0,0,0.14474838849770055
1,1,0.8100465455439254
1,1,0.9312242238458347
0,0,0.16358553247502833
0,0,0.338114173873699
0,0,0.3227214678325849
0,0,0.14943621673165383
1,0,0.2940680413996571
0,0,0.4110885964376748
0,0,0.13967726929660823
0,0,0.1722375081986623
1,1,0.8147535374419782
0,0,0.0725531273335314
0,0,0.14663241490122012
1,0,0.2212551218634875
0,0,0.20286532543528557
0,0,0.46458294932953165
0,1,0.6718907172048071
0,0,0.09689111977917658
0,0,0.17784346058803976
0,0,0.13543273547172005
0,1,0.7054757575974712
0,0,0.06342151728234972
0,0,0.18886736285130248
0,0,0.33759254880121625
0,0,0.07131048486722577
0,0,0.19741978396954654
0,0,0.13394835280630657
0,0,0.2526925489906178
1,1,0.6857719779559455
0,0,0.30270707029146476
1,0,0.22636520463535795
0,0,0.16597237623092337
0,0,0.08305795314863079
0,0,0.1632498177922713
0,0,0.0718341913437934
1,0,0.18741938342208775
0,0,0.07526818594881397
0,0,0.13651738811421352
0,0,0.42311753494506027
0,0,0.1495915242627775
0,0,0.16380596258494073
0,0,0.22314238024642663
0,1,0.8293565047226662
0,0,0.08175251140921577
0,0,0.09069675279381853
0,0,0.10766316949506922
0,0,0.07890794702765141
0,0,0.058203255913176995
0,0,0.16521392274206004
0,0,0.43381412566703276
0,0,0.10111041599888666
0,0,0.06426438927562994
0,0,0.06853047349477559
1,1,0.7372455553450272
0,0,0.12237370118901289
0,0,0.33818074743743815
0,0,0.2029822437819325
1,0,0.12238490483560792
0,0,0.18882647278471953
1,1,0.740949011592399
0,0,0.16826908155861986
0,0,0.08367958793057528
1,0,0.17356525790484897
0,0,0.16569458506457757
0,0,0.20409614359671466
0,0,0.3166774888133792
0,0,0.07235486948511992
0,0,0.06503196059870962
0,0,0.10276381385347627
0,0,0.2203018208651806
0,0,0.2209613227302148
0,0,0.2534944129011071
1,0,0.20675911814588982
0,1,0.6444994322736509
0,0,0.32696141926754135
