y_true,y_pred,y_pred_p
0,0,0.1804571022939504
0,0,0.20698891085355384
0,0,0.18183898342311758
0,0,0.16014026824638436
0,0,0.20363012919565082
0,0,0.0744212099369129
1,0,0.08778912888652769
1,1,0.748878024061453
1,1,0.8960273257959096
0,1,0.6215567671853148
0,0,0.16876283513788035
0,0,0.1604866806647993
0,0,0.1435779946528755
0,0,0.13772795131488735
0,0,0.0776597649146888
0,0,0.17442898027217255
1,1,0.8453112609783671
0,0,0.12526929937052436
0,0,0.051483104389485106
0,0,0.06835433377999299
0,0,0.08511349064710384
0,0,0.10893285656174921
0,0,0.16255845301650168
0,0,0.14900564819364084
0,0,0.1491841261282667
0,0,0.18022365804371832
0,0,0.07817191208157204
0,0,0.08058497774065267
0,0,0.18046623222937763
0,0,0.2699129865389271
0,0,0.0979912777174404
0,0,0.1103757190920951
1,0,0.384617907070913
1,0,0.11997446082754491
0,0,0.13234335078289772
0,0,0.09072775631365589
1,0,0.08712001921558443
0,0,0.08150171215326912
1,0,0.27284725944970617
0,0,0.1935466744527887
0,0,0.18872557886777613
0,0,0.10489706499350683
0,0,0.09054632815109574
0,0,0.13594605818638728
0,0,0.13309204479809822
1,0,0.21425193015227428
0,0,0.24354617005620008
0,0,0.06146489154656126
0,0,0.1805420323303781
0,0,0.1820722307211219
0,0,0.08309707310794806
0,0,0.13344185830244734
0,0,0.05477930526365766
0,0,0.11335817282509336
0,0,0.06765661826185902
0,1,0.6656994604446831
0,0,0.08030139333784814
0,0,0.31771091054391337
0,0,0.31423973766943997
0,0,0.046096697559707904
1,1,0.5462790069494442
0,0,0.17654362688455585
0,1,0.6685930614702668
0,0,0.08011948587165606
0,0,0.056506689702258764
0,0,0.23050601642996746
0,0,0.15152805665720975
0,0,0.17929153525407465
0,0,0.17199968426186618
0,0,0.14200882762377798
0,0,0.2645900516977337
0,0,0.16196604580798332
0,0,0.07709642183719703
0,0,0.17389009419895185
0,0,0.0606946136555813
1,1,0.8263191571927377
0,0,0.1922323669245442
0,0,0.07860809314835308
0,0,0.0738306092475703
0,0,0.1027057210296924
1,1,0.8269893115832412
0,0,0.14890580738307452
0,0,0.1446037786212785
0,0,0.11808950647634267
0,0,0.17511766705837065
0,0,0.08279812093718741
1,0,0.2164053223310281
0,0,0.05304056521676546
0,0,0.10718829358539188
0,0,0.07638590704951105
0,0,0.24533343014299094
1,0,0.2170769133284072
0,0,0.3603194503362216
1,1,0.6691105612586999
0,1,0.5126541708379103
0,0,0.47033564581241305
0,0,0.06642728450311261
0,0,0.06236464361105676
0,0,0.08524478131478488
0,0,0.17236052697690102
1,0,0.3290626095697627
1,1,0.7600494079496813
1,0,0.3430335371005653
0,0,0.14294940555519334
0,1,0.8019821830209731
0,0,0.24153826180247534
0,0,0.14151883772182391
0,0,0.09874959896055824
1,0,0.17403667199961184
0,0,0.08702235484133934
0,0,0.3168254915099165
0,0,0.1595905690043604
1,0,0.11644798419640455
0,0,0.28275570105093495
0,0,0.18095680170872463
0,0,0.09678250166884571
0,0,0.09042313280548049
1,0,0.4485422123611609
0,0,0.07505054003311876
0,0,0.119853774023513
0,0,0.12268175068166713
0,1,0.728855819939165
0,0,0.12755950653622838
0,0,0.0913538580044256
0,1,0.7595172659722459
0,0,0.3533961678231974
1,1,0.6876496754197118
1,0,0.19873413141649635
1,0,0.3528849883893429
0,0,0.155668297356023
0,0,0.1253451032791589
0,0,0.2977083965211728
0,0,0.14444391259176423
0,0,0.07425324870181488
1,0,0.4022275619444955
0,0,0.2145884374340042
1,0,0.477162832853528
1,1,0.7220963966842707
0,0,0.398398089108249
0,0,0.1368545581696219
0,0,0.06629814420414153
0,0,0.13234840398071623
0,0,0.08328960359001916
0,0,0.14140551057709616
0,0,0.07841369115116756
0,0,0.10154940368588666
0,0,0.051609737863856434
0,0,0.09725185308147985
1,1,0.604041415963055
0,0,0.0769858420551597
1,0,0.14719087657950547
0,0,0.05541338354156282
0,0,0.20624279932980444
0,0,0.1499002160272234
1,1,0.5583019310592714
0,0,0.0568539194337892
0,0,0.09030896536042783
1,0,0.24359255099417795
0,0,0.07410401118178055
0,0,0.10482829288969694
0,0,0.2113833928864517
0,0,0.22339992963845648
0,0,0.07972948172549749
0,0,0.34705164957369633
0,0,0.3692412637731603
0,0,0.09864560205829674
0,0,0.1826108911775988
0,0,0.09379180918060405
0,0,0.43488594850102485
1,1,0.7910538285853272
0,0,0.05955031573527913
0,0,0.23087781552296519
0,0,0.0731343969706289
0,0,0.30296018970557176
0,0,0.2152698711465948
1,1,0.7690490146157717
0,0,0.1369707002791578
0,0,0.1583870304957682
0,0,0.07126266133347443
1,0,0.30785379249757444
0,0,0.06328597329315706
0,0,0.1580266312085296
1,0,0.10589141600887791
0,0,0.2101095145125791
0,0,0.07841266404786595
0,0,0.28862823666110826
0,0,0.14087168588740936
0,0,0.17666015595318335
1,0,0.2633559054716623
0,0,0.10887563126942162
0,0,0.09764779216302465
0,0,0.20135025108114035
0,0,0.07467116639739713
0,0,0.11480542216187098
0,0,0.28547229311616046
0,0,0.08367545992935957
0,0,0.10522745067485474
0,0,0.23564182950386073
0,0,0.09998176127732762
1,0,0.16692872997455382
0,0,0.1197211638039053
0,0,0.12619821133841116
0,0,0.08601025297063573
0,0,0.07975430679860927
0,0,0.19659740789360108
0,0,0.08754457425850048
0,0,0.17160661570475316
0,0,0.20979403450106981
0,0,0.06046692702555995
1,0,0.2906180903587866
0,1,0.7337529354010525
1,1,0.7449085376009756
1,1,0.7186242285097602
0,0,0.18824869632397376
0,0,0.10782025146814991
0,0,0.15987257263795565
0,0,0.08258379970237567
0,0,0.1262260292360663
0,0,0.0696207918902947
0,0,0.11829592701746447
0,0,0.1286622373486383
