y_true,y_pred,y_pred_p
0,0,0.07701906592869151
1,0,0.22630170051804502
0,0,0.07094667537377757
0,0,0.11220131515374278
0,0,0.3178468271979621
0,0,0.22434524753074614
0,0,0.060074268406674236
0,0,0.03629559160129025
0,1,0.6823503063328401
1,1,0.7476269258979977
0,0,0.10316230247305533
1,1,0.6808664166783156
0,0,0.16613808276575506
0,1,0.5424018437962507
0,0,0.37250211592885263
0,1,0.5891064729109384
0,0,0.14151080687785872
0,0,0.08336499508510692
0,0,0.07790427728557643
0,0,0.17432882611877903
0,0,0.22699689170578857
1,1,0.8353310842587872
1,1,0.7490666497527915
1,0,0.18783036475938766
0,0,0.15644588261116243
0,0,0.40501844899356204
0,0,0.2272763211845002
0,0,0.32803042686700745
1,0,0.0997343763669746
0,0,0.069289432425507
0,0,0.1716913513873122
0,0,0.46460059564337863
0,1,0.5745086144072501
0,0,0.36495881178954714
0,1,0.6922990655044529
0,0,0.14438900959966597
0,1,0.7439949785293827
0,0,0.054056881929231186
0,0,0.14231916027142083
0,0,0.07587021608840987
0,0,0.16306252609467403
1,1,0.6720536931486609
0,0,0.09534764291223216
0,0,0.14406733582525777
0,0,0.3779255531687711
1,1,0.5408393632878327
0,0,0.07922304772238438
0,0,0.07775003343324925
0,0,0.26996281937863276
0,0,0.06720633769791955
0,0,0.1107911364618244
0,0,0.21606793795883958
0,0,0.39541411842258906
0,0,0.08781510021301187
0,0,0.15252591239688382
0,0,0.14128534136633136
0,0,0.08581208930096383
0,0,0.03596920438334838
0,0,0.04997112170737133
1,0,0.13661788178220277
0,0,0.07878071348088495
0,0,0.19691266488906176
0,0,0.33064037997791645
0,1,0.6352423561253336
0,0,0.3177134135290704
0,0,0.02136442264336186
0,0,0.07144442251872805
0,0,0.025237489554332235
0,0,0.06744953655165872
0,0,0.1113599694653495
0,0,0.13591197484528916
0,0,0.14415825225471124
0,0,0.31977145652409616
0,1,0.7369828474832496
0,0,0.08353799216032756
1,0,0.38502726161436873
1,0,0.3081456069345815
0,0,0.19406738325993714
0,0,0.2258298490011027
0,0,0.4770722607220414
0,0,0.10666472877171305
0,0,0.17760203156179186
0,0,0.26042814385821267
1,0,0.19272103219502792
0,0,0.13751547241072562
0,0,0.05714598906689072
0,0,0.09569219394850144
0,0,0.0705092094016241
0,0,0.2586999458312246
0,0,0.15713806446418999
0,0,0.13545961222536268
0,0,0.12406514497301481
0,0,0.07732669069481751
0,0,0.10386888136769878
0,0,0.11525195776476747
0,0,0.027377544299755755
0,0,0.10962546550016256
1,0,0.12770699463718505
1,0,0.11692048474970504
0,0,0.07075096873854812
0,0,0.14364059357066675
0,0,0.05865897806009292
1,0,0.08680866537369543
0,0,0.1057780547505228
0,0,0.08925562398864514
1,1,0.8546495751455668
0,0,0.0455443351419845
0,0,0.1343335574452156
0,0,0.1058131091553383
0,0,0.22171815552452923
0,0,0.15859083986597963
0,0,0.15158334112009342
0,0,0.10172343134606833
0,0,0.22125976377990753
1,0,0.10175176753362677
0,0,0.16714474661050197
1,1,0.5858384891266869
0,0,0.041794971212459335
0,0,0.10895895624014869
0,0,0.11117021282304855
0,0,0.05818281357522973
1,0,0.24347879132138509
0,0,0.050346127681481855
0,0,0.10853074403989806
0,0,0.43673042200368967
0,0,0.17022947642265865
0,0,0.06976496563938922
0,0,0.13391022984608766
0,0,0.15540115455755452
0,0,0.0955012643237336
0,0,0.103472169139055
0,0,0.07561813722741821
0,0,0.12349973704908764
0,0,0.09514005991412791
1,0,0.06341473803181388
0,0,0.14586291666487602
1,0,0.1688600492794937
0,0,0.09839587480157778
0,0,0.07858027672113649
0,0,0.33767281247648223
0,0,0.14964537854922086
0,0,0.14419437708335975
0,0,0.2029078969984909
0,1,0.6025116273760763
0,0,0.11324588035973072
1,1,0.6985916147814115
0,0,0.08748063141913112
1,1,0.5184920587433951
0,0,0.08413864152425156
1,0,0.47773494448496445
1,0,0.20969842749240322
1,1,0.6789320600438202
0,1,0.7848269188760372
0,0,0.0662250787352381
0,0,0.0716372104906295
1,1,0.5241604083546019
0,0,0.09393456976335834
0,0,0.0754804631120025
0,0,0.2502322432377934
0,0,0.1954270941426861
0,0,0.09551827886754462
1,0,0.09801805697565844
1,0,0.22287748004110305
0,0,0.08991658691367413
1,0,0.13366363432718584
0,0,0.1478566701098289
0,0,0.10710743164309396
0,0,0.19343590948903738
0,0,0.08492332036548313
0,0,0.15240878461108007
0,0,0.1291114562215612
0,0,0.2901928176093848
0,0,0.18529208497585048
1,0,0.14933109027635044
1,0,0.32498780001899186
0,0,0.13203415229770987
1,0,0.17187625414758476
0,0,0.1343335574452156
1,0,0.1501627747357626
0,1,0.6475132497651381
0,0,0.08041924954683694
0,0,0.1247514846915636
0,0,0.04550026480361989
0,0,0.0877974885444019
0,0,0.0639211549048055
0,0,0.04265654935520476
0,0,0.13628110144629915
0,0,0.20536472850940876
0,0,0.13187070597534395
0,0,0.12919512664715876
0,0,0.09959498886337212
0,0,0.14805536123681312
0,0,0.13834988298470854
0,0,0.33511915267589043
1,0,0.12487972934143216
0,0,0.3878551412665304
0,0,0.10975419940339168
0,0,0.1403039602726484
1,1,0.6538340212478144
0,0,0.06133762770226689
1,1,0.857062641476752
0,0,0.13956177734057412
1,0,0.28148922804355664
0,0,0.37433155795388023
0,0,0.12711957118243997
1,1,0.8927116911509025
1,1,0.6734640054185342
0,0,0.15403260421667472
0,0,0.14496821291775014
0,0,0.10854789300091082
0,0,0.06371842069638205
0,0,0.11244151791799756
0,0,0.09769209204577309
0,0,0.14476958247445784
0,0,0.1183203639245082
0,0,0.13563884552786834
1,0,0.13224798105937793
1,0,0.3241446840273597
0,0,0.08084262338320862
1,1,0.7473124023700755
0,0,0.11511565228696756
0,0,0.22507487112524294
0,0,0.08826808561916748
0,0,0.09198867326478795
0,0,0.3794152350529913
0,0,0.263080980067178
0,0,0.07196526922488647
0,0,0.13191064798959282
0,0,0.10650727296942555
0,0,0.16788280278129983
1,1,0.6896211513260737
0,0,0.30344539933719195
0,0,0.4618207322598701
1,1,0.5297369605920342
1,0,0.4516449126078474
0,0,0.06536520219447936
1,0,0.1245685866642008
0,0,0.19329307528598572
0,0,0.0863069005288718
0,0,0.13045554695444012
0,1,0.6463407122536502
0,0,0.10253673191725143
0,0,0.10069233056333471
1,0,0.3975270153321738
1,1,0.8819938949931331
1,0,0.07317409877016078
0,1,0.6168468154693192
0,0,0.061278114276428895
0,0,0.06349564509321817
0,0,0.10510157992849371
1,0,0.07603850363474284
0,0,0.15333413145732275
0,0,0.4454468371973544
0,0,0.06727327444803431
0,0,0.2871891512322645
0,0,0.05165853454345218
1,0,0.24584933974758916
0,0,0.30255455522042873
1,0,0.15088307520674518
0,1,0.6939818197931833
0,0,0.05886164735135778
0,0,0.2207498880582041
0,0,0.09643766709139524
0,0,0.03528111551662951
1,1,0.8083915386899311
0,0,0.2344733998596138
0,0,0.10417246204605417
1,0,0.17132459073629827
0,0,0.0671214014090084
1,1,0.6672792380860375
1,0,0.29643378601312265
0,0,0.10437724180003512
1,0,0.1501938718928921
1,0,0.3971369444516169
0,0,0.13496737929810895
0,0,0.10124694606007661
0,0,0.12878126879607318
0,0,0.08641393711873696
1,0,0.05760980103295889
1,0,0.0957087723654249
0,0,0.07805099267999038
0,0,0.10298773187666209
0,0,0.05420330823876795
0,0,0.1438377047975611
0,0,0.08070568716617291
0,0,0.16988046271012808
0,0,0.06801542596694325
0,1,0.7340292336358268
1,1,0.5940516784634068
1,0,0.15944947985773852
0,0,0.18102622119142636
0,0,0.13088533244053316
1,0,0.07067139064840716
0,0,0.19510561392667045
0,0,0.4158740584036119
0,0,0.04161115021968951
0,0,0.329574426259297
0,0,0.10646533044473291
0,0,0.4255029553241483
0,0,0.24158669701289667
0,1,0.794332558762482
0,1,0.6899595161363333
0,1,0.5933375534760132
0,0,0.09682318694209421
0,0,0.1323529882044031
1,1,0.5845447005899539
0,0,0.1380449789492571
0,0,0.1269339852002017
0,0,0.03727845064315186
0,0,0.1476140233386843
1,1,0.642152888134254
0,0,0.055952808624541786
0,0,0.21077232071973426
0,0,0.0276658234664152
0,0,0.08457162585985983
1,0,0.4802925393322827
0,0,0.1963370110193128
0,0,0.15063270803193027
1,0,0.17364166296407763
1,0,0.18588624780021565
1,0,0.41406096741316756
0,0,0.25214466373052663
0,0,0.18477963760483815
1,0,0.10024880456291137
0,0,0.1662901917077667
1,1,0.7360274750184104
0,0,0.1424109983254181
0,0,0.2063322031648934
0,0,0.08797285681844744
0,0,0.0970942277795148
1,0,0.4342705541049826
0,0,0.1586377540790869
0,0,0.44905812955279995
0,0,0.08255867241950231
0,0,0.05031888354217567
0,0,0.18748799005838107
1,0,0.12849011891247383
0,0,0.24925206747627113
0,0,0.10628817206927638
0,0,0.02526617002630929
0,0,0.09280943979953958
1,0,0.4890784237423723
0,0,0.11401087975391251
0,1,0.5266848485157467
0,0,0.28686039410664255
0,0,0.1495393413248873
0,1,0.5588793986993076
0,0,0.12101579913814144
0,0,0.055508598092931856
0,0,0.1941912549826205
0,0,0.0846742521258821
1,0,0.08423059673381396
0,0,0.20422766861048833
0,0,0.11103231253156559
0,0,0.2032369186256668
0,0,0.1674447746150745
1,0,0.11555328863345435
0,0,0.47870237351469225
0,0,0.06283655409880923
1,1,0.6961203698330919
0,0,0.022519553258854554
0,0,0.2389748323719332
0,0,0.13121165592848005
0,0,0.1973134435744652
0,0,0.06794974401216465
0,0,0.29491565374629475
1,1,0.6633639386204574
0,0,0.04693380676578248
0,0,0.16330357309573473
0,0,0.03419096351746738
1,1,0.8345829697879805
0,1,0.7791088484990114
0,0,0.18910315885872456
0,0,0.24926535594613133
0,1,0.7099523182108344
0,0,0.05540829803966225
0,0,0.12267299765081018
1,1,0.7224038312247318
0,0,0.11856785205514969
0,0,0.07836037519040177
0,0,0.1542156793609003
0,0,0.045333018829665006
1,0,0.10013058575221777
0,1,0.5885575343048156
0,0,0.09434780636050523
0,0,0.1540122057016481
0,0,0.13674198650047012
1,0,0.08118612435821432
0,0,0.2363107841887402
0,0,0.06686428249159386
0,0,0.07701906592869151
0,0,0.05026811464583025
0,1,0.5397631866928669
0,0,0.05502049386230277
0,1,0.5606855418714775
0,0,0.04370434724626451
1,0,0.17821611342594826
0,0,0.17480207700159417
0,0,0.4457247462451914
0,0,0.11091318763859012
0,0,0.05523088938042816
0,0,0.14004060313464092
0,0,0.1457411118210186
0,0,0.10776559469723702
1,1,0.739705618725563
0,0,0.19247930280377343
0,1,0.5760317946053897
0,0,0.09753180645908366
0,0,0.42515048703140224
1,0,0.24298390687097143
0,0,0.16811598360744257
0,0,0.17072452649393602
1,1,0.7341740875079543
0,0,0.2184883146268052
0,0,0.09106591777460017
1,0,0.3626869624085663
0,0,0.16842888381421653
0,0,0.19673701076393654
0,0,0.21040329442309982
1,0,0.09373520570415518
0,1,0.6151915569523554
0,0,0.15418444488258254
0,0,0.17398323022692083
0,0,0.09559587236994557
1,0,0.12796917577736816
1,0,0.06940083958568503
0,0,0.0234087329263546
0,0,0.09156368143949235
0,0,0.07644068275655369
0,0,0.14329857628657167
0,0,0.1266674909881658
0,0,0.13133279262518338
0,0,0.1658823694139675
0,0,0.0682377954247682
0,0,0.16842246809263717
1,0,0.3880995096150692
0,0,0.4549161208645668
1,0,0.07926605929781814
0,0,0.09523120650672398
0,0,0.3469243260221385
0,0,0.08272571269142116
0,1,0.5174244260002793
0,0,0.20487145238727889
0,0,0.07359853999140102
1,1,0.7547006596381477
0,1,0.8327889209382617
1,1,0.6982839518799254
0,0,0.09240720925276481
0,0,0.12433644810997128
0,0,0.35863083237982984
0,0,0.2736130157318044
0,0,0.1636752173675317
0,0,0.16426344713309607
0,0,0.2055806797021351
1,0,0.40166661432363504
0,0,0.12891936640539872
0,0,0.1195314818826178
0,0,0.15769974717153765
0,0,0.029100280362214157
1,0,0.2678047276200759
1,0,0.26550457761901
0,0,0.08472609738658328
0,1,0.6889958174935835
1,0,0.15594628859114368
0,0,0.16582327150444032
0,0,0.055553748739439114
0,0,0.0967589008853558
0,0,0.20455702396605774
1,1,0.8067621737628731
0,0,0.1322238289820614
0,0,0.0921263393273911
1,0,0.17037662348785987
1,1,0.5119767568254119
0,0,0.04950449895335698
1,0,0.09690764041937193
0,0,0.18969489592031114
0,0,0.03127588201818294
0,0,0.024024634500015418
0,0,0.04068245229647708
0,0,0.09198426655096971
1,0,0.49005438595720247
0,0,0.13636757941094638
0,1,0.6571543956105056
0,0,0.11015489750665239
0,0,0.4575224532007983
1,0,0.15096800629017088
0,0,0.08957248459606984
1,0,0.08430118968316742
0,0,0.054030464756968925
0,0,0.19058364758867002
0,0,0.13998029104926418
0,0,0.2285466140661379
0,0,0.10770701531244288
0,0,0.18664983308678634
0,0,0.09853861013722098
